seq17300	seq17300
seq17301	seq17301
seq17302	seq17302
seq17303	seq17303
seq17304	seq17304
seq17305	seq17305
seq17306	seq17306
seq17308	seq17308
seq17308	seq17292
seq17309	seq17309
seq17310	seq17310
seq17311	seq17311
seq17312	seq17312
seq17312	seq23726
seq17313	seq17313
seq17314	seq17314
seq17315	seq17315
seq17315	seq19413
seq17315	seq19347
seq17316	seq17316
seq17317	seq17317
seq17318	seq17318
seq17318	seq19418
seq17321	seq17321
seq17322	seq17322
seq17323	seq17323
seq17324	seq17324
seq17328	seq17328
seq17329	seq17329
seq17330	seq17330
seq17331	seq17331
seq17332	seq17332
seq17333	seq17333
seq17334	seq17334
seq17335	seq17335
seq17336	seq17336
seq17337	seq17337
seq17340	seq17340
seq17342	seq17342
seq17343	seq17343
seq17344	seq17344
seq17345	seq17345
seq17346	seq17346
seq17347	seq17347
seq17348	seq17348
seq17349	seq17349
seq17351	seq17351
seq17352	seq17352
seq17353	seq17353
seq17354	seq17354
seq17355	seq17355
seq17356	seq17356
seq17357	seq17357
seq17358	seq17358
seq17359	seq17359
seq17362	seq17362
seq17363	seq17363
seq17365	seq17365
seq17365	seq17366
seq17365	seq17368
seq17365	seq17373
seq17369	seq17369
seq17369	seq17378
seq17370	seq17370
seq17372	seq17372
seq17374	seq17374
seq17374	seq18152
seq17375	seq17375
seq17376	seq17376
seq17377	seq17377
seq17379	seq17379
seq17384	seq17384
seq17384	seq13232
seq17384	seq13234
seq17384	seq13235
seq17384	seq13236
seq17384	seq13237
seq17384	seq13238
seq17384	seq13239
seq17384	seq13241
seq17384	seq13242
seq17384	seq13243
seq17384	seq13244
seq17384	seq13248
seq17384	seq13257
seq17384	seq13258
seq17384	seq13262
seq17384	seq13263
seq17384	seq13267
seq17384	seq13274
seq17384	seq13290
seq17384	seq13291
seq17384	seq17385
seq17384	seq35210
seq17386	seq17386
seq17386	seq11010
seq17386	seq11605
seq17386	seq11966
seq17386	seq11986
seq17386	seq11987
seq17386	seq11988
seq17386	seq11989
seq17386	seq11990
seq17386	seq13294
seq17386	seq13295
seq17386	seq13296
seq17386	seq13297
seq17386	seq13299
seq17386	seq13300
seq17386	seq13301
seq17386	seq13302
seq17386	seq13303
seq17386	seq13305
seq17386	seq13306
seq17386	seq13307
seq17386	seq13308
seq17386	seq13309
seq17386	seq13310
seq17386	seq13311
seq17386	seq13313
seq17386	seq13316
seq17386	seq14549
seq17386	seq17326
seq17386	seq17327
seq17386	seq17594
seq17386	seq21184
seq17386	seq23933
seq17387	seq17387
seq17388	seq17388
seq17389	seq17389
seq17390	seq17390
seq17391	seq17391
seq17392	seq17392
seq17393	seq17393
seq17393	seq20373
seq17394	seq17394
seq17395	seq17395
seq17397	seq17397
seq17397	seq14655
seq17397	seq14656
seq17397	seq39437
seq17397	seq39438
seq17398	seq17398
seq17398	seq14672
seq17500	seq17500
seq17500	seq17499
seq17501	seq17501
seq17502	seq17502
seq17502	seq23934
seq17503	seq17503
seq17504	seq17504
seq17504	seq17505
seq17506	seq17506
seq17506	seq19255
seq17507	seq17507
seq17507	seq6833
seq17508	seq17508
seq17508	seq17137
seq17508	seq17138
seq17508	seq17472
seq17508	seq17473
seq17508	seq17509
seq17508	seq17510
seq17511	seq17511
seq17513	seq17513
seq17514	seq17514
seq17515	seq17515
seq17516	seq17516
seq17517	seq17517
seq17518	seq17518
seq17519	seq17519
seq17520	seq17520
seq17521	seq17521
seq17522	seq17522
seq17523	seq17523
seq17525	seq17525
seq17526	seq17526
seq17527	seq17527
seq17528	seq17528
seq17529	seq17529
seq17530	seq17530
seq17531	seq17531
seq17532	seq17532
seq17533	seq17533
seq17534	seq17534
seq17535	seq17535
seq17536	seq17536
seq17537	seq17537
seq17537	seq17538
seq17539	seq17539
seq17540	seq17540
seq17542	seq17542
seq17543	seq17543
seq17543	seq4031
seq17543	seq18620
seq17543	seq19109
seq17543	seq27506
seq17543	seq27507
seq17547	seq17547
seq17548	seq17548
seq17548	seq17549
seq17550	seq17550
seq17551	seq17551
seq17552	seq17552
seq17553	seq17553
seq17553	seq19272
seq17554	seq17554
seq17555	seq17555
seq17558	seq17558
seq17559	seq17559
seq17560	seq17560
seq17561	seq17561
seq17562	seq17562
seq17563	seq17563
seq17564	seq17564
seq17565	seq17565
seq17566	seq17566
seq17570	seq17570
seq17573	seq17573
seq17574	seq17574
seq17575	seq17575
seq17577	seq17577
seq17579	seq17579
seq17580	seq17580
seq17581	seq17581
seq17582	seq17582
seq17583	seq17583
seq17584	seq17584
seq17585	seq17585
seq17586	seq17586
seq17586	seq29877
seq17586	seq33145
seq17587	seq17587
seq17588	seq17588
seq17589	seq17589
seq17591	seq17591
seq17592	seq17592
seq17593	seq17593
seq17595	seq17595
seq17599	seq17599
seq26700	seq26700
seq26701	seq26701
seq26701	seq15301
seq26702	seq26702
seq26703	seq26703
seq26706	seq26706
seq26707	seq26707
seq26708	seq26708
seq26709	seq26709
seq26710	seq26710
seq26711	seq26711
seq26713	seq26713
seq26714	seq26714
seq26715	seq26715
seq26716	seq26716
seq26717	seq26717
seq26720	seq26720
seq26720	seq26719
seq26720	seq26718
seq26720	seq42546
seq26721	seq26721
seq26722	seq26722
seq26723	seq26723
seq26724	seq26724
seq26725	seq26725
seq26726	seq26726
seq26727	seq26727
seq26728	seq26728
seq26729	seq26729
seq26730	seq26730
seq26731	seq26731
seq26732	seq26732
seq26733	seq26733
seq26734	seq26734
seq26735	seq26735
seq26738	seq26738
seq26739	seq26739
seq26740	seq26740
seq26741	seq26741
seq26742	seq26742
seq26743	seq26743
seq26744	seq26744
seq26745	seq26745
seq26746	seq26746
seq26747	seq26747
seq26748	seq26748
seq26748	seq4569
seq26749	seq26749
seq26750	seq26750
seq26751	seq26751
seq26752	seq26752
seq26753	seq26753
seq26754	seq26754
seq26755	seq26755
seq26756	seq26756
seq26757	seq26757
seq26758	seq26758
seq26759	seq26759
seq26760	seq26760
seq26761	seq26761
seq26762	seq26762
seq26763	seq26763
seq26763	seq26764
seq26763	seq26765
seq26766	seq26766
seq26766	seq26767
seq26766	seq26769
seq26766	seq26768
seq26770	seq26770
seq26771	seq26771
seq26772	seq26772
seq26773	seq26773
seq26774	seq26774
seq26774	seq26775
seq26776	seq26776
seq26776	seq26777
seq26778	seq26778
seq26778	seq26779
seq26778	seq26929
seq26780	seq26780
seq26782	seq26782
seq26782	seq13006
seq26783	seq26783
seq26784	seq26784
seq26785	seq26785
seq26786	seq26786
seq26788	seq26788
seq26789	seq26789
seq26790	seq26790
seq26792	seq26792
seq26793	seq26793
seq26794	seq26794
seq26795	seq26795
seq26798	seq26798
seq26799	seq26799
seq34002	seq34002
seq34003	seq34003
seq34003	seq34327
seq34005	seq34005
seq34005	seq34953
seq34006	seq34006
seq34007	seq34007
seq34008	seq34008
seq34009	seq34009
seq34010	seq34010
seq34011	seq34011
seq34012	seq34012
seq34015	seq34015
seq34016	seq34016
seq34017	seq34017
seq34017	seq41697
seq34019	seq34019
seq34020	seq34020
seq34021	seq34021
seq34022	seq34022
seq34022	seq34961
seq34023	seq34023
seq34024	seq34024
seq34024	seq34962
seq34025	seq34025
seq34025	seq9417
seq34026	seq34026
seq34027	seq34027
seq34028	seq34028
seq34029	seq34029
seq34030	seq34030
seq34031	seq34031
seq34032	seq34032
seq34033	seq34033
seq34034	seq34034
seq34035	seq34035
seq34036	seq34036
seq34037	seq34037
seq34038	seq34038
seq34039	seq34039
seq34040	seq34040
seq34041	seq34041
seq34042	seq34042
seq34045	seq34045
seq34045	seq34044
seq34045	seq34043
seq34046	seq34046
seq34047	seq34047
seq34047	seq20232
seq34047	seq34048
seq34049	seq34049
seq34051	seq34051
seq34051	seq34054
seq34051	seq34056
seq34051	seq34050
seq34051	seq34053
seq34051	seq34060
seq34052	seq34052
seq34055	seq34055
seq34057	seq34057
seq34058	seq34058
seq34059	seq34059
seq34061	seq34061
seq34063	seq34063
seq34064	seq34064
seq34067	seq34067
seq34068	seq34068
seq34068	seq34077
seq34069	seq34069
seq34070	seq34070
seq34070	seq45384
seq34071	seq34071
seq34073	seq34073
seq34074	seq34074
seq34075	seq34075
seq34075	seq34072
seq34075	seq34080
seq34076	seq34076
seq34078	seq34078
seq34079	seq34079
seq34081	seq34081
seq34082	seq34082
seq34083	seq34083
seq34084	seq34084
seq34084	seq45692
seq34084	seq34085
seq34084	seq34086
seq34084	seq45693
seq34087	seq34087
seq34088	seq34088
seq34089	seq34089
seq34090	seq34090
seq34091	seq34091
seq34092	seq34092
seq34092	seq41114
seq34094	seq34094
seq34095	seq34095
seq34096	seq34096
seq34097	seq34097
seq34098	seq34098
seq34099	seq34099
seq34099	seq34574
seq40900	seq40900
seq40901	seq40901
seq40902	seq40902
seq40903	seq40903
seq40904	seq40904
seq40906	seq40906
seq40907	seq40907
seq40908	seq40908
seq40908	seq28931
seq40908	seq28932
seq40909	seq40909
seq40910	seq40910
seq40911	seq40911
seq40912	seq40912
seq40915	seq40915
seq40916	seq40916
seq40917	seq40917
seq40918	seq40918
seq40919	seq40919
seq40920	seq40920
seq40921	seq40921
seq40922	seq40922
seq40922	seq6974
seq40922	seq40923
seq40924	seq40924
seq40925	seq40925
seq40927	seq40927
seq40928	seq40928
seq40929	seq40929
seq40931	seq40931
seq40932	seq40932
seq40933	seq40933
seq40934	seq40934
seq40935	seq40935
seq40935	seq41511
seq40936	seq40936
seq40937	seq40937
seq40938	seq40938
seq40939	seq40939
seq40940	seq40940
seq40944	seq40944
seq40945	seq40945
seq40946	seq40946
seq40947	seq40947
seq40948	seq40948
seq40949	seq40949
seq40950	seq40950
seq40950	seq12941
seq40950	seq42617
seq40951	seq40951
seq40952	seq40952
seq40953	seq40953
seq40954	seq40954
seq40955	seq40955
seq40956	seq40956
seq40957	seq40957
seq40958	seq40958
seq40959	seq40959
seq40960	seq40960
seq40961	seq40961
seq40962	seq40962
seq40963	seq40963
seq40964	seq40964
seq40965	seq40965
seq40966	seq40966
seq40967	seq40967
seq40968	seq40968
seq40969	seq40969
seq40970	seq40970
seq40971	seq40971
seq40972	seq40972
seq40973	seq40973
seq40974	seq40974
seq40975	seq40975
seq40976	seq40976
seq40977	seq40977
seq40978	seq40978
seq40979	seq40979
seq40980	seq40980
seq40981	seq40981
seq40985	seq40985
seq40986	seq40986
seq40989	seq40989
seq40990	seq40990
seq40991	seq40991
seq40992	seq40992
seq40993	seq40993
seq40994	seq40994
seq40997	seq40997
seq40998	seq40998
seq40999	seq40999
seq1900	seq1900
seq1901	seq1901
seq1902	seq1902
seq1903	seq1903
seq1904	seq1904
seq1905	seq1905
seq1905	seq6037
seq1906	seq1906
seq1907	seq1907
seq1908	seq1908
seq1909	seq1909
seq1910	seq1910
seq1910	seq4172
seq1910	seq4262
seq1910	seq15286
seq1911	seq1911
seq1912	seq1912
seq1912	seq23231
seq1912	seq23232
seq1912	seq23233
seq1912	seq23234
seq1912	seq23235
seq1912	seq23236
seq1912	seq23237
seq1912	seq23238
seq1912	seq25930
seq1912	seq29174
seq1912	seq39576
seq1912	seq45030
seq1912	seq23239
seq1914	seq1914
seq1915	seq1915
seq1916	seq1916
seq1916	seq1918
seq1917	seq1917
seq1919	seq1919
seq1920	seq1920
seq1921	seq1921
seq1922	seq1922
seq1923	seq1923
seq1924	seq1924
seq1925	seq1925
seq1926	seq1926
seq1927	seq1927
seq1928	seq1928
seq1929	seq1929
seq1930	seq1930
seq1930	seq1525
seq1930	seq1526
seq1931	seq1931
seq1932	seq1932
seq1933	seq1933
seq1934	seq1934
seq1935	seq1935
seq1938	seq1938
seq1939	seq1939
seq1940	seq1940
seq1941	seq1941
seq1942	seq1942
seq1943	seq1943
seq1944	seq1944
seq1945	seq1945
seq1946	seq1946
seq1947	seq1947
seq1950	seq1950
seq1951	seq1951
seq1952	seq1952
seq1953	seq1953
seq1954	seq1954
seq1955	seq1955
seq1956	seq1956
seq1958	seq1958
seq1959	seq1959
seq1960	seq1960
seq1961	seq1961
seq1962	seq1962
seq1963	seq1963
seq1963	seq39797
seq1964	seq1964
seq1965	seq1965
seq1966	seq1966
seq1968	seq1968
seq1969	seq1969
seq1969	seq27469
seq1970	seq1970
seq1970	seq1994
seq1971	seq1971
seq1971	seq2208
seq1972	seq1972
seq1973	seq1973
seq1974	seq1974
seq1975	seq1975
seq1976	seq1976
seq1976	seq1987
seq1977	seq1977
seq1978	seq1978
seq1979	seq1979
seq1980	seq1980
seq1981	seq1981
seq1982	seq1982
seq1983	seq1983
seq1984	seq1984
seq1985	seq1985
seq1986	seq1986
seq1988	seq1988
seq1989	seq1989
seq1990	seq1990
seq1991	seq1991
seq1992	seq1992
seq1993	seq1993
seq1995	seq1995
seq1995	seq2262
seq1996	seq1996
seq1997	seq1997
seq1998	seq1998
seq3300	seq3300
seq3301	seq3301
seq3302	seq3302
seq3303	seq3303
seq3304	seq3304
seq3305	seq3305
seq3306	seq3306
seq3307	seq3307
seq3308	seq3308
seq3309	seq3309
seq3310	seq3310
seq3311	seq3311
seq3312	seq3312
seq3313	seq3313
seq3314	seq3314
seq3315	seq3315
seq3316	seq3316
seq3317	seq3317
seq3318	seq3318
seq3319	seq3319
seq3320	seq3320
seq3321	seq3321
seq3322	seq3322
seq3323	seq3323
seq3324	seq3324
seq3325	seq3325
seq3326	seq3326
seq3327	seq3327
seq3328	seq3328
seq3329	seq3329
seq3330	seq3330
seq3331	seq3331
seq3332	seq3332
seq3336	seq3336
seq3337	seq3337
seq3339	seq3339
seq3340	seq3340
seq3341	seq3341
seq3342	seq3342
seq3343	seq3343
seq3344	seq3344
seq3345	seq3345
seq3346	seq3346
seq3347	seq3347
seq3354	seq3354
seq3355	seq3355
seq3356	seq3356
seq3357	seq3357
seq3357	seq38931
seq3357	seq40340
seq3357	seq5852
seq3357	seq28757
seq3357	seq7099
seq3357	seq31185
seq3357	seq16089
seq3357	seq17004
seq3357	seq25946
seq3357	seq27060
seq3357	seq35511
seq3357	seq36044
seq3357	seq35525
seq3357	seq35817
seq3357	seq35967
seq3357	seq35968
seq3357	seq35819
seq3357	seq35963
seq3357	seq35821
seq3357	seq35976
seq3357	seq35823
seq3357	seq35842
seq3357	seq35858
seq3357	seq35859
seq3357	seq35844
seq3357	seq35854
seq3357	seq35846
seq3357	seq35957
seq3357	seq35848
seq3357	seq35850
seq3357	seq35857
seq3357	seq35852
seq3357	seq35853
seq3357	seq35860
seq3357	seq35951
seq3357	seq35952
seq3357	seq35862
seq3357	seq35947
seq3358	seq3358
seq3359	seq3359
seq3360	seq3360
seq3361	seq3361
seq3362	seq3362
seq3363	seq3363
seq3364	seq3364
seq3366	seq3366
seq3367	seq3367
seq3368	seq3368
seq3369	seq3369
seq3370	seq3370
seq3370	seq3405
seq3370	seq3406
seq3370	seq3407
seq3370	seq20375
seq3372	seq3372
seq3374	seq3374
seq3375	seq3375
seq3376	seq3376
seq3377	seq3377
seq3379	seq3379
seq3380	seq3380
seq3381	seq3381
seq3382	seq3382
seq3383	seq3383
seq3384	seq3384
seq3385	seq3385
seq3387	seq3387
seq3387	seq3386
seq3388	seq3388
seq3389	seq3389
seq3390	seq3390
seq3391	seq3391
seq3392	seq3392
seq3393	seq3393
seq3394	seq3394
seq3395	seq3395
seq3396	seq3396
seq3397	seq3397
seq3397	seq17045
seq3399	seq3399
seq30400	seq30400
seq30401	seq30401
seq30402	seq30402
seq30403	seq30403
seq30404	seq30404
seq30405	seq30405
seq30406	seq30406
seq30407	seq30407
seq30408	seq30408
seq30409	seq30409
seq30410	seq30410
seq30411	seq30411
seq30412	seq30412
seq30413	seq30413
seq30415	seq30415
seq30416	seq30416
seq30417	seq30417
seq30418	seq30418
seq30418	seq36841
seq30418	seq1142
seq30418	seq2365
seq30418	seq3740
seq30418	seq5968
seq30418	seq17210
seq30418	seq24711
seq30418	seq25256
seq30418	seq28089
seq30418	seq28226
seq30418	seq28240
seq30418	seq28241
seq30418	seq28260
seq30418	seq28261
seq30418	seq30350
seq30418	seq30804
seq30418	seq30861
seq30418	seq30862
seq30418	seq30864
seq30418	seq30865
seq30418	seq30866
seq30418	seq30867
seq30418	seq30868
seq30418	seq31250
seq30418	seq31251
seq30418	seq37844
seq30418	seq40310
seq30418	seq42335
seq30423	seq30423
seq30424	seq30424
seq30425	seq30425
seq30426	seq30426
seq30427	seq30427
seq30428	seq30428
seq30429	seq30429
seq30430	seq30430
seq30432	seq30432
seq30433	seq30433
seq30434	seq30434
seq30435	seq30435
seq30436	seq30436
seq30437	seq30437
seq30438	seq30438
seq30439	seq30439
seq30443	seq30443
seq30443	seq30442
seq30444	seq30444
seq30445	seq30445
seq30445	seq25604
seq30445	seq30446
seq30447	seq30447
seq30448	seq30448
seq30449	seq30449
seq30451	seq30451
seq30455	seq30455
seq30457	seq30457
seq30458	seq30458
seq30459	seq30459
seq30460	seq30460
seq30461	seq30461
seq30462	seq30462
seq30463	seq30463
seq30463	seq30470
seq30464	seq30464
seq30465	seq30465
seq30466	seq30466
seq30467	seq30467
seq30468	seq30468
seq30469	seq30469
seq30471	seq30471
seq30472	seq30472
seq30473	seq30473
seq30474	seq30474
seq30475	seq30475
seq30476	seq30476
seq30476	seq30477
seq30476	seq30485
seq30486	seq30486
seq30486	seq30487
seq30486	seq15531
seq30486	seq15542
seq30486	seq30484
seq30492	seq30492
seq30492	seq30490
seq30495	seq30495
seq30496	seq30496
seq30497	seq30497
seq30498	seq30498
seq30499	seq30499
seq31300	seq31300
seq31301	seq31301
seq31302	seq31302
seq31304	seq31304
seq31304	seq31303
seq31305	seq31305
seq31306	seq31306
seq31307	seq31307
seq31309	seq31309
seq31310	seq31310
seq31311	seq31311
seq31312	seq31312
seq31313	seq31313
seq31314	seq31314
seq31315	seq31315
seq31316	seq31316
seq31317	seq31317
seq31317	seq35137
seq31317	seq35240
seq31317	seq31444
seq31317	seq31497
seq31317	seq33216
seq31317	seq31558
seq31317	seq33760
seq31317	seq31712
seq31317	seq36118
seq31317	seq31932
seq31317	seq32008
seq31317	seq32253
seq31317	seq35456
seq31317	seq32582
seq31317	seq34659
seq31317	seq33067
seq31317	seq33158
seq31317	seq33623
seq31319	seq31319
seq31319	seq35139
seq31319	seq35241
seq31320	seq31320
seq31321	seq31321
seq31322	seq31322
seq31323	seq31323
seq31324	seq31324
seq31325	seq31325
seq31326	seq31326
seq31327	seq31327
seq31328	seq31328
seq31329	seq31329
seq31330	seq31330
seq31331	seq31331
seq31333	seq31333
seq31334	seq31334
seq31334	seq29644
seq31334	seq29645
seq31334	seq29646
seq31335	seq31335
seq31336	seq31336
seq31336	seq31338
seq31336	seq31339
seq31337	seq31337
seq31340	seq31340
seq31340	seq31341
seq31342	seq31342
seq31343	seq31343
seq31344	seq31344
seq31345	seq31345
seq31346	seq31346
seq31347	seq31347
seq31348	seq31348
seq31349	seq31349
seq31350	seq31350
seq31351	seq31351
seq31352	seq31352
seq31353	seq31353
seq31354	seq31354
seq31355	seq31355
seq31356	seq31356
seq31357	seq31357
seq31358	seq31358
seq31359	seq31359
seq31360	seq31360
seq31361	seq31361
seq31362	seq31362
seq31363	seq31363
seq31364	seq31364
seq31365	seq31365
seq31366	seq31366
seq31367	seq31367
seq31368	seq31368
seq31369	seq31369
seq31370	seq31370
seq31371	seq31371
seq31372	seq31372
seq31373	seq31373
seq31374	seq31374
seq31375	seq31375
seq31375	seq31376
seq31377	seq31377
seq31378	seq31378
seq31379	seq31379
seq31380	seq31380
seq31381	seq31381
seq31383	seq31383
seq31384	seq31384
seq31385	seq31385
seq31386	seq31386
seq31387	seq31387
seq31388	seq31388
seq31389	seq31389
seq31390	seq31390
seq31391	seq31391
seq31392	seq31392
seq31393	seq31393
seq31394	seq31394
seq31395	seq31395
seq31396	seq31396
seq31397	seq31397
seq31398	seq31398
seq31399	seq31399
seq33501	seq33501
seq33501	seq33511
seq33501	seq33522
seq33510	seq33510
seq33510	seq33529
seq33518	seq33518
seq33518	seq33531
seq33519	seq33519
seq33520	seq33520
seq33521	seq33521
seq33530	seq33530
seq33532	seq33532
seq33533	seq33533
seq33534	seq33534
seq33535	seq33535
seq33536	seq33536
seq33537	seq33537
seq33538	seq33538
seq33539	seq33539
seq33540	seq33540
seq33541	seq33541
seq33544	seq33544
seq33547	seq33547
seq33547	seq2390
seq33547	seq2389
seq33547	seq19074
seq33547	seq33545
seq33547	seq39473
seq33548	seq33548
seq33549	seq33549
seq33550	seq33550
seq33552	seq33552
seq33554	seq33554
seq33555	seq33555
seq33556	seq33556
seq33557	seq33557
seq33559	seq33559
seq33560	seq33560
seq33561	seq33561
seq33562	seq33562
seq33564	seq33564
seq33564	seq33563
seq33565	seq33565
seq33566	seq33566
seq33567	seq33567
seq33568	seq33568
seq33568	seq5543
seq33569	seq33569
seq33571	seq33571
seq33572	seq33572
seq33572	seq16694
seq33573	seq33573
seq33573	seq33574
seq33576	seq33576
seq33577	seq33577
seq33578	seq33578
seq33579	seq33579
seq33580	seq33580
seq33581	seq33581
seq33582	seq33582
seq33583	seq33583
seq33584	seq33584
seq33585	seq33585
seq33586	seq33586
seq33586	seq21654
seq33586	seq21656
seq33586	seq21657
seq33586	seq21658
seq33586	seq21659
seq33587	seq33587
seq33588	seq33588
seq33589	seq33589
seq33590	seq33590
seq33591	seq33591
seq33592	seq33592
seq33593	seq33593
seq33594	seq33594
seq33595	seq33595
seq33596	seq33596
seq33596	seq33597
seq33596	seq33605
seq33598	seq33598
seq33598	seq33599
seq33598	seq33600
seq33598	seq33604
seq42400	seq42400
seq42401	seq42401
seq42405	seq42405
seq42407	seq42407
seq42408	seq42408
seq42409	seq42409
seq42410	seq42410
seq42411	seq42411
seq42412	seq42412
seq42413	seq42413
seq42415	seq42415
seq42415	seq6536
seq42415	seq40721
seq42415	seq44942
seq42416	seq42416
seq42417	seq42417
seq42418	seq42418
seq42419	seq42419
seq42419	seq4986
seq42420	seq42420
seq42421	seq42421
seq42422	seq42422
seq42423	seq42423
seq42424	seq42424
seq42425	seq42425
seq42426	seq42426
seq42427	seq42427
seq42428	seq42428
seq42429	seq42429
seq42430	seq42430
seq42430	seq30734
seq42431	seq42431
seq42432	seq42432
seq42433	seq42433
seq42434	seq42434
seq42435	seq42435
